discom,year,month,date,circle,division,subdivision,section,area,catcode,catdesc,totservices,billedservices,units,load,source_file,units_negative_flag,unit_per_load
TGSPDCL,2026,3,2026-03-01,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,9,EV CHARGING STATIONS,2,2.0,15357.0,57.0,March.csv,False,269.42105263157896
TGSPDCL,2026,3,2026-03-01,CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,TARANAGAR GOVT,9,EV CHARGING STATIONS,3,3.0,25692.0,161.0,March.csv,False,159.5776397515528
TGSPDCL,2026,3,2026-03-01,CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,H.V,9,EV CHARGING STATIONS,1,1.0,13058.0,53.0,March.csv,False,246.37735849056602
TGSPDCL,2026,3,2026-03-01,CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,"H.V AYYAPPA,GURUKUL,THANDA",9,EV CHARGING STATIONS,1,1.0,2062.0,15.0,March.csv,False,137.46666666666667
TGSPDCL,2026,3,2026-03-01,CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GULMOHAR & DUBE COLONY,9,EV CHARGING STATIONS,1,1.0,8904.0,54.0,March.csv,False,164.88888888888889
TGSPDCL,2026,3,2026-03-01,GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),PUTANDODDI,9,EV CHARGING STATIONS,1,1.0,87.0,25.0,March.csv,False,3.48
TGSPDCL,2026,3,2026-03-01,GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),VEMULA,9,EV CHARGING STATIONS,1,1.0,1160.0,50.0,March.csv,False,23.2
TGSPDCL,2026,3,2026-03-01,GADWAL,GADWAL,ALAMPUR X ROAD,MANOPAAD,JALLAPOOR,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,A.PURCHOWRASTA,9,EV CHARGING STATIONS,3,3.0,8188.0,131.0,March.csv,False,62.50381679389313
TGSPDCL,2026,3,2026-03-01,GADWAL,GADWAL,ALAMPUR X ROAD,UNDAVELLY,UNDAVELLY,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HBG (CTM),9,EV CHARGING STATIONS,1,1.0,23.0,54.0,March.csv,False,0.42592592592592593
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,HV-I,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-I,PHASE-III (3),9,EV CHARGING STATIONS,1,1.0,5266.0,54.0,March.csv,False,97.51851851851852
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-I,PHASE-IV(4),9,EV CHARGING STATIONS,1,1.0,3307.0,54.0,March.csv,False,61.24074074074074
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SAINIKPURI,9,EV CHARGING STATIONS,1,1.0,2913.0,54.0,March.csv,False,53.94444444444444
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SANIKPURI,9,EV CHARGING STATIONS,1,,0.0,11.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SRINIVAS NAGAR 2,9,EV CHARGING STATIONS,1,1.0,57.0,2.0,March.csv,False,28.5
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,JJ NAGAR VAMPUGUDA-CT METERS,9,EV CHARGING STATIONS,4,4.0,11049.0,173.0,March.csv,False,63.86705202312139
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,KOWKOOR NON CT SERVICES,9,EV CHARGING STATIONS,1,1.0,1530.0,14.0,March.csv,False,109.28571428571429
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,HV LI  VENUGOPAL,9,EV CHARGING STATIONS,1,1.0,2141.0,54.0,March.csv,False,39.648148148148145
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,PRASHANTH NAGAR,9,EV CHARGING STATIONS,1,1.0,4760.0,54.0,March.csv,False,88.14814814814815
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,N N COLONY,9,EV CHARGING STATIONS,1,1.0,1431.0,40.0,March.csv,False,35.775
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,OLD MOULALI,9,EV CHARGING STATIONS,1,1.0,6799.0,15.0,March.csv,False,453.26666666666665
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,9,EV CHARGING STATIONS,1,,0.0,5.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,PHASE-II(2) KRUPP,9,EV CHARGING STATIONS,1,1.0,2463.0,63.0,March.csv,False,39.095238095238095
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,PHASE-IIA (6) OFFICE BACK SIDE,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,UPPAL,9,EV CHARGING STATIONS,2,2.0,7384.0,117.0,March.csv,False,63.111111111111114
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,9,EV CHARGING STATIONS,2,2.0,0.0,4.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL NON-CT SERVICES,9,EV CHARGING STATIONS,1,1.0,20.0,54.0,March.csv,False,0.37037037037037035
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,HV BAGAYATH,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,HV CT METERS,9,EV CHARGING STATIONS,2,2.0,3352.0,108.0,March.csv,False,31.037037037037038
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA, HV / HV,9,EV CHARGING STATIONS,1,1.0,2045.0,54.0,March.csv,False,37.870370370370374
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,IDA MALLAPUR LT,9,EV CHARGING STATIONS,1,1.0,2571.0,17.0,March.csv,False,151.23529411764707
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,LT/HT SERVICES MALLAPUR,9,EV CHARGING STATIONS,1,1.0,1523.0,54.0,March.csv,False,28.203703703703702
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR,CT METERS,9,EV CHARGING STATIONS,1,1.0,2954.0,54.0,March.csv,False,54.7037037037037
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,HV IDA UPPAL,9,EV CHARGING STATIONS,2,2.0,4042.0,83.92,March.csv,False,48.16491897044804
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,NEREDMET,R.K PURAM,9,EV CHARGING STATIONS,1,1.0,8936.0,53.0,March.csv,False,168.60377358490567
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,JAMMIIGADDA HV,9,EV CHARGING STATIONS,1,1.0,664.0,54.0,March.csv,False,12.296296296296296
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,MAITHRI V.GUDA NON CT SERVICES,9,EV CHARGING STATIONS,2,2.0,5365.0,35.0,March.csv,False,153.28571428571428
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,SRINIVASA SCHOOL,9,EV CHARGING STATIONS,1,1.0,6624.0,20.8,March.csv,False,318.46153846153845
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,STREET LIGHTS & PWS,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,ASRAO NAGAR (HV),9,EV CHARGING STATIONS,1,1.0,5639.0,54.0,March.csv,False,104.42592592592592
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,CT METERS DOMESTIC AREA,9,EV CHARGING STATIONS,2,2.0,0.0,108.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,IDA NACHARAM,9,EV CHARGING STATIONS,3,3.0,1502.0,56.65,March.csv,False,26.51368049426302
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,KAMALA NAGAR (HV),9,EV CHARGING STATIONS,1,1.0,5905.0,54.0,March.csv,False,109.35185185185185
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,M J COLONY,9,EV CHARGING STATIONS,1,1.0,0.0,17.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,MALKAJGIRI,MALKAJGIRI,HV (CT METER),9,EV CHARGING STATIONS,1,1.0,4679.0,53.0,March.csv,False,88.28301886792453
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,UPPAL,RAMANTHAPUR,RAMANTHAPUR,9,EV CHARGING STATIONS,3,3.0,2238.0,162.0,March.csv,False,13.814814814814815
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),9,EV CHARGING STATIONS,1,1.0,2244.0,22.0,March.csv,False,102.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM HV CT METERS,9,EV CHARGING STATIONS,2,2.0,0.0,69.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-I,PHASE - V (5),9,EV CHARGING STATIONS,1,1.0,557.0,54.0,March.csv,False,10.314814814814815
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,9,EV CHARGING STATIONS,1,,0.0,15.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,MEDIPALLY CT METER SERVICES,9,EV CHARGING STATIONS,1,1.0,2601.0,70.0,March.csv,False,37.15714285714286
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,NARAPALLY CT METER SERVICES,9,EV CHARGING STATIONS,2,2.0,0.0,108.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,9,EV CHARGING STATIONS,3,3.0,2707.0,162.0,March.csv,False,16.709876543209877
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,KEESARA,GHATKESAR,MEDIPALLY,HV CT METERS C.C & MEDIPALLY,9,EV CHARGING STATIONS,1,1.0,3.0,54.0,March.csv,False,0.05555555555555555
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,KEESARA,KEESARA,KEESARA,KEESARA VILLAGE,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,HV PEERZADIGUDA,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,9,EV CHARGING STATIONS,1,1.0,0.0,17.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC CT METERS,9,EV CHARGING STATIONS,3,2.0,6037.0,161.0,March.csv,False,37.49689440993789
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,RETHI BOWLI,GRC CT METERS,9,EV CHARGING STATIONS,1,1.0,3480.0,60.0,March.csv,False,58.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,GRC CT METERS,9,EV CHARGING STATIONS,3,3.0,21896.0,158.0,March.csv,False,138.58227848101265
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC CT METERS,9,EV CHARGING STATIONS,1,1.0,6541.0,54.0,March.csv,False,121.12962962962963
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC HV SURYA NAGAR,9,EV CHARGING STATIONS,1,1.0,8436.0,21.0,March.csv,False,401.7142857142857
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,CT METER,9,EV CHARGING STATIONS,1,1.0,6214.0,54.0,March.csv,False,115.07407407407408
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,9,EV CHARGING STATIONS,1,1.0,503.0,15.0,March.csv,False,33.53333333333333
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,AZAMABAD,AMBERPET,AMBERPET,CT METER,9,EV CHARGING STATIONS,2,2.0,19.0,108.0,March.csv,False,0.17592592592592593
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,GRC HV GOLCONDA,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,GRC CT METERS V N COLONY,9,EV CHARGING STATIONS,1,1.0,12564.0,53.0,March.csv,False,237.0566037735849
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,GRC-AE/SANTHOSH AR,9,EV CHARGING STATIONS,1,1.0,11315.0,54.0,March.csv,False,209.53703703703704
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,BJR COLLEGE ROAD,9,EV CHARGING STATIONS,1,1.0,23836.0,54.0,March.csv,False,441.4074074074074
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,BOAT CLUB (HYDERABAD),9,EV CHARGING STATIONS,3,3.0,6472.0,161.0,March.csv,False,40.19875776397515
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,MCH OFFICE KHAIRATABAD,9,EV CHARGING STATIONS,1,1.0,16276.0,40.0,March.csv,False,406.9
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,AMRUTHA ESTATE(MEDINOVA),9,EV CHARGING STATIONS,1,1.0,212.0,54.0,March.csv,False,3.925925925925926
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,GRC-1 ---9491381804,9,EV CHARGING STATIONS,1,1.0,7805.0,54.0,March.csv,False,144.53703703703704
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,9,EV CHARGING STATIONS,1,1.0,4682.0,22.0,March.csv,False,212.8181818181818
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"FATE MAINDAN, K VENUGOPALA CHA",9,EV CHARGING STATIONS,1,1.0,3299.0,54.0,March.csv,False,61.092592592592595
TGSPDCL,2026,3,2026-03-01,HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,GRC CT SECTION,9,EV CHARGING STATIONS,3,3.0,8875.0,162.0,March.csv,False,54.78395061728395
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,CHARMINAR,MIR ALAM,KISHANBAGH,BHARATNAGAR OLD,9,EV CHARGING STATIONS,1,1.0,0.0,5.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,CHARMINAR,CHARMINAR,MOGHAL PURA,GRC SERVICES,9,EV CHARGING STATIONS,1,1.0,1969.0,10.0,March.csv,False,196.9
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,FALAKNUMA,GRC,9,EV CHARGING STATIONS,1,1.0,2375.0,12.0,March.csv,False,197.91666666666666
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,CT METER,9,EV CHARGING STATIONS,4,4.0,4162.0,108.0,March.csv,False,38.53703703703704
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,CHANDRAYANA GUTTA,GRC,9,EV CHARGING STATIONS,2,2.0,0.0,108.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,CHARMINAR,CHARMINAR,HUSSAINI ALAM,GRC,9,EV CHARGING STATIONS,1,1.0,4891.0,17.0,March.csv,False,287.70588235294116
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,CHATRINAKA,GRC,9,EV CHARGING STATIONS,1,1.0,1706.0,12.0,March.csv,False,142.16666666666666
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,TROOP BAZAR,GRC CT (SLI),9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,9,EV CHARGING STATIONS,1,1.0,0.0,22.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,DATTATREYA COLONY,GRCHV DATTACOLONY,9,EV CHARGING STATIONS,1,1.0,5982.0,18.0,March.csv,False,332.3333333333333
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,PUTLI BOWLI,PUTHLIBOWLI GRC CT METERS,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,ASMANGADH,ASMANGADH,SAIDABAD,TOTAL HV SERVICES,9,EV CHARGING STATIONS,1,1.0,6077.0,50.0,March.csv,False,121.54
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,SANTOSHNAGAR,TOTAL HV SERVICES,9,EV CHARGING STATIONS,1,1.0,166.0,54.0,March.csv,False,3.074074074074074
TGSPDCL,2026,3,2026-03-01,HYDERABAD SOUTH,ASMANGADH,CHANCHALGUDA,CHANCHALGUDA,TOTAL HV SERVICES,9,EV CHARGING STATIONS,1,1.0,7656.0,12.0,March.csv,False,638.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,BALANAGAR,9,EV CHARGING STATIONS,3,3.0,5698.0,160.0,March.csv,False,35.6125
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,AE CT JADCHERLA RURAL,9,EV CHARGING STATIONS,5,5.0,21462.0,216.0,March.csv,False,99.36111111111111
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,KETHIREDDYPALLY,9,EV CHARGING STATIONS,1,1.0,0.0,25.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,LINE INSPECTOR-1,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA,AE CT JADCHERLA TOWN,9,EV CHARGING STATIONS,1,1.0,133.0,25.0,March.csv,False,5.32
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,AE CT ADDAKAL,9,EV CHARGING STATIONS,1,1.0,1498.0,65.0,March.csv,False,23.046153846153846
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MACHARAM-J,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,RANGAREDDYGUDA,9,EV CHARGING STATIONS,1,1.0,424.0,30.0,March.csv,False,14.133333333333333
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MOOSAPET,LINE INSPECTOR-2,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,DEVARAKADRA,DEVARKADRA,DEVARKADRA,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,MOHAMMADABAD,MOHAMMADABAD,9,EV CHARGING STATIONS,1,1.0,14.0,54.0,March.csv,False,0.25925925925925924
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN - III -GA,9,EV CHARGING STATIONS,1,1.0,561.0,7.0,March.csv,False,80.14285714285714
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN - III -PE,9,EV CHARGING STATIONS,2,2.0,743.0,15.0,March.csv,False,49.53333333333333
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN-III AE,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,ADE HT RURAL,9,EV CHARGING STATIONS,1,1.0,363.0,60.0,March.csv,False,6.05
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,APPAIPALLY,9,EV CHARGING STATIONS,1,1.0,2.0,54.0,March.csv,False,0.037037037037037035
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,APPANNAPALLY,9,EV CHARGING STATIONS,1,1.0,483.0,7.0,March.csv,False,69.0
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -I,TOWN-I,9,EV CHARGING STATIONS,2,2.0,2302.0,108.0,March.csv,False,21.314814814814813
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -II,TOWN-II,9,EV CHARGING STATIONS,1,1.0,429.0,54.0,March.csv,False,7.944444444444445
TGSPDCL,2026,3,2026-03-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,GANDEED,AE CT GANDEED,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,March.csv,False,0.0
TGSPDCL,2026,3,2026-03-01,MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,KOWDIPALLY,9,EV CHARGING STATIONS,1,1.0,545.0,54.0,March.csv,False,10.092592592592593
TGSPDCL,2026,3,2026-03-01,MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,VALLORE,9,EV CHARGING STATIONS,1,1.0,382.0,54.0,March.csv,False,7.074074074074074
TGSPDCL,2026,3,2026-03-01,MEDAK,TOOPRAN,TOOPRAN,KALKALL,MANOHARABAD,9,EV CHARGING STATIONS,1,1.0,63.0,54.0,March.csv,False,1.1666666666666667
TGSPDCL,2026,3,2026-03-01,MEDAK,TOOPRAN,TOOPRAN,KALKALL,MUPPUREDDYPALLY,9,EV CHARGING STATIONS,1,1.0,572.0,54.0,March.csv,False,10.592592592592593
TGSPDCL,2026,3,2026-03-01,MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,NAGULAPALLY,9,EV CHARGING STATIONS,1,1.0,298.0,54.0,March.csv,False,5.518518518518518
TGSPDCL,2026,3,2026-03-01,MEDAK,MEDAK,NARSAPOOR,NARASAPOOR,NARSAPUR TOWN-1 EDLABAZAR,9,EV CHARGING STATIONS,1,1.0,1.0,54.0,March.csv,False,0.018518518518518517
TGSPDCL,2026,3,2026-03-01,MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN,9,EV CHARGING STATIONS,3,3.0,114.0,115.0,March.csv,False,0.991304347826087
TGSPDCL,2026,3,2026-03-01,MEDAK,TOOPRAN,TOOPRAN,MASAIPET,MASAIPET,9,EV CHARGING STATIONS,3,3.0,2037.0,227.0,March.csv,False,8.973568281938325
TGSPDCL,2026,3,2026-03-01,MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,KOMATPALLY,9,EV CHARGING STATIONS,1,1.0,783.0,54.0,March.csv,False,14.5
TGSPDCL,2026,3,2026-03-01,MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),I D A,9,EV CHARGING STATIONS,1,1.0,197.0,54.0,March.csv,False,3.6481481481481484
TGSPDCL,2026,3,2026-03-01,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,IDA JEEDIMETLA,9,EV CHARGING STATIONS,1,1.0,2395.0,54.0,March.csv,False,44.351851851851855
